slug,locale,candidate_index,faq_candidate,candidate_only,runtime_approved
announcers,en,3,How does AI affect Broadcast Announcers And Radio Disc Jockeys work?,true,false
anthropologists-and-archeologists,zh-CN,1,人类学家与考古学家主要做什么？,true,false
anthropologists-and-archeologists,zh-CN,2,人类学家与考古学家需要哪些技能和准备？,true,false
anthropologists-and-archeologists,zh-CN,3,人类学家与考古学家在 AI 时代哪些工作更容易被加速？,true,false
anthropologists-and-archeologists,en,1,What does a Anthropologists And Archeologists do?,true,false
anthropologists-and-archeologists,en,2,What skills and preparation matter for Anthropologists And Archeologists?,true,false
anthropologists-and-archeologists,en,3,How does AI affect Anthropologists And Archeologists work?,true,false
anthropology-and-archeology-teachers-postsecondary,zh-CN,1,教师、高等教育主要做什么？,true,false
anthropology-and-archeology-teachers-postsecondary,zh-CN,2,教师、高等教育需要哪些技能和准备？,true,false
anthropology-and-archeology-teachers-postsecondary,zh-CN,3,教师、高等教育在 AI 时代哪些工作更容易被加速？,true,false
anthropology-and-archeology-teachers-postsecondary,en,1,"What does a Anthropology And Archeology Teachers, Postsecondary do?",true,false
anthropology-and-archeology-teachers-postsecondary,en,2,"What skills and preparation matter for Anthropology And Archeology Teachers, Postsecondary?",true,false
anthropology-and-archeology-teachers-postsecondary,en,3,"How does AI affect Anthropology And Archeology Teachers, Postsecondary work?",true,false
appraisers-of-personal-and-business-property,zh-CN,1,个人与商业财产评估师主要做什么？,true,false
appraisers-of-personal-and-business-property,zh-CN,2,个人与商业财产评估师需要哪些技能和准备？,true,false
appraisers-of-personal-and-business-property,zh-CN,3,个人与商业财产评估师在 AI 时代哪些工作更容易被加速？,true,false
appraisers-of-personal-and-business-property,en,1,What does a Appraisers Of Personal And Business Property do?,true,false
appraisers-of-personal-and-business-property,en,2,What skills and preparation matter for Appraisers Of Personal And Business Property?,true,false
appraisers-of-personal-and-business-property,en,3,How does AI affect Appraisers Of Personal And Business Property work?,true,false
arbitrators-mediators-and-conciliators,zh-CN,1,仲裁员、调解员与和解员主要做什么？,true,false
arbitrators-mediators-and-conciliators,zh-CN,2,仲裁员、调解员与和解员需要哪些技能和准备？,true,false
arbitrators-mediators-and-conciliators,zh-CN,3,仲裁员、调解员与和解员在 AI 时代哪些工作更容易被加速？,true,false
arbitrators-mediators-and-conciliators,en,1,"What does a Arbitrators, Mediators, And Conciliators do?",true,false
arbitrators-mediators-and-conciliators,en,2,"What skills and preparation matter for Arbitrators, Mediators, And Conciliators?",true,false
arbitrators-mediators-and-conciliators,en,3,"How does AI affect Arbitrators, Mediators, And Conciliators work?",true,false
architects,zh-CN,1,建筑师（不含景观与船舶）职业诊断主要做什么？,true,false
architects,zh-CN,2,建筑师（不含景观与船舶）职业诊断需要哪些技能和准备？,true,false
architects,zh-CN,3,建筑师（不含景观与船舶）职业诊断在 AI 时代哪些工作更容易被加速？,true,false
architects,en,1,"What does a Architects, Except Landscape and Naval do?",true,false
architects,en,2,"What skills and preparation matter for Architects, Except Landscape and Naval?",true,false
architects,en,3,"How does AI affect Architects, Except Landscape and Naval work?",true,false
architects-except-landscape-and-naval,zh-CN,1,建筑师、景观船舶主要做什么？,true,false
architects-except-landscape-and-naval,zh-CN,2,建筑师、景观船舶需要哪些技能和准备？,true,false
architects-except-landscape-and-naval,zh-CN,3,建筑师、景观船舶在 AI 时代哪些工作更容易被加速？,true,false
architects-except-landscape-and-naval,en,1,"What does a Architects, Except Landscape And Naval do?",true,false
architects-except-landscape-and-naval,en,2,"What skills and preparation matter for Architects, Except Landscape And Naval?",true,false
architects-except-landscape-and-naval,en,3,"How does AI affect Architects, Except Landscape And Naval work?",true,false
architectural-and-civil-drafters,zh-CN,1,建筑土木制图员主要做什么？,true,false
architectural-and-civil-drafters,zh-CN,2,建筑土木制图员需要哪些技能和准备？,true,false
architectural-and-civil-drafters,zh-CN,3,建筑土木制图员在 AI 时代哪些工作更容易被加速？,true,false
architectural-and-civil-drafters,en,1,What does a Architectural And Civil Drafters do?,true,false
architectural-and-civil-drafters,en,2,What skills and preparation matter for Architectural And Civil Drafters?,true,false
architectural-and-civil-drafters,en,3,How does AI affect Architectural And Civil Drafters work?,true,false
architectural-and-engineering-managers,zh-CN,1,建筑与工程经理职业诊断主要做什么？,true,false
architectural-and-engineering-managers,zh-CN,2,建筑与工程经理职业诊断需要哪些技能和准备？,true,false
architectural-and-engineering-managers,zh-CN,3,建筑与工程经理职业诊断在 AI 时代哪些工作更容易被加速？,true,false
architectural-and-engineering-managers,en,1,What does a Architectural and engineering managers do?,true,false
architectural-and-engineering-managers,en,2,What skills and preparation matter for Architectural and engineering managers?,true,false
architectural-and-engineering-managers,en,3,How does AI affect Architectural and engineering managers work?,true,false
architecture-teachers-postsecondary,zh-CN,1,建筑教师主要做什么？,true,false
architecture-teachers-postsecondary,zh-CN,2,建筑教师需要哪些技能和准备？,true,false
architecture-teachers-postsecondary,zh-CN,3,建筑教师在 AI 时代哪些工作更容易被加速？,true,false
architecture-teachers-postsecondary,en,1,"What does a Architecture Teachers, Postsecondary do?",true,false
architecture-teachers-postsecondary,en,2,"What skills and preparation matter for Architecture Teachers, Postsecondary?",true,false
architecture-teachers-postsecondary,en,3,"How does AI affect Architecture Teachers, Postsecondary work?",true,false
archivists,zh-CN,1,档案管理员主要做什么？,true,false
archivists,zh-CN,2,档案管理员需要哪些技能和准备？,true,false
archivists,zh-CN,3,档案管理员在 AI 时代哪些工作更容易被加速？,true,false
archivists,en,1,What does a Archivists do?,true,false
archivists,en,2,What skills and preparation matter for Archivists?,true,false
archivists,en,3,How does AI affect Archivists work?,true,false
curators-museum-technicians-and-conservators,zh-CN,1,策展人主要做什么？,true,false
curators-museum-technicians-and-conservators,zh-CN,2,策展人需要哪些技能和准备？,true,false
curators-museum-technicians-and-conservators,zh-CN,3,策展人在 AI 时代哪些工作更容易被加速？,true,false
curators-museum-technicians-and-conservators,en,1,What does a Curators do?,true,false
curators-museum-technicians-and-conservators,en,2,What skills and preparation matter for Curators?,true,false
curators-museum-technicians-and-conservators,en,3,How does AI affect Curators work?,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,1,教师、高等教育主要做什么？,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,2,教师、高等教育需要哪些技能和准备？,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,3,教师、高等教育在 AI 时代哪些工作更容易被加速？,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,en,1,"What does a Area, Ethnic, And Cultural Studies Teachers, Postsecondary do?",true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,en,2,"What skills and preparation matter for Area, Ethnic, And Cultural Studies Teachers, Postsecondary?",true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,en,3,"How does AI affect Area, Ethnic, And Cultural Studies Teachers, Postsecondary work?",true,false
armored-assault-vehicle-crew-members,zh-CN,1,装甲突击车辆成员主要做什么？,true,false
armored-assault-vehicle-crew-members,zh-CN,2,装甲突击车辆成员需要哪些技能和准备？,true,false
armored-assault-vehicle-crew-members,zh-CN,3,装甲突击车辆成员在 AI 时代哪些工作更容易被加速？,true,false
armored-assault-vehicle-crew-members,en,1,What does a Armored Assault Vehicle Crew Members do?,true,false
armored-assault-vehicle-crew-members,en,2,What skills and preparation matter for Armored Assault Vehicle Crew Members?,true,false
armored-assault-vehicle-crew-members,en,3,How does AI affect Armored Assault Vehicle Crew Members work?,true,false
armored-assault-vehicle-officers,zh-CN,1,装甲突击车辆官主要做什么？,true,false
armored-assault-vehicle-officers,zh-CN,2,装甲突击车辆官需要哪些技能和准备？,true,false
armored-assault-vehicle-officers,zh-CN,3,装甲突击车辆官在 AI 时代哪些工作更容易被加速？,true,false
armored-assault-vehicle-officers,en,1,What does a Armored Assault Vehicle Officers do?,true,false
armored-assault-vehicle-officers,en,2,What skills and preparation matter for Armored Assault Vehicle Officers?,true,false
armored-assault-vehicle-officers,en,3,How does AI affect Armored Assault Vehicle Officers work?,true,false
art-directors,zh-CN,1,艺术总监适合谁？主要做什么？,true,false
art-directors,zh-CN,2,艺术总监适合谁？需要哪些技能和准备？,true,false
art-directors,zh-CN,3,艺术总监适合谁？在 AI 时代哪些工作更容易被加速？,true,false
art-directors,en,1,What does a Art directors do?,true,false
art-directors,en,2,What skills and preparation matter for Art directors?,true,false
art-directors,en,3,How does AI affect Art directors work?,true,false
art-therapists,zh-CN,1,治疗师主要做什么？,true,false
art-therapists,zh-CN,2,治疗师需要哪些技能和准备？,true,false
art-therapists,zh-CN,3,治疗师在 AI 时代哪些工作更容易被加速？,true,false
art-therapists,en,1,What does a Art Therapists do?,true,false
art-therapists,en,2,What skills and preparation matter for Art Therapists?,true,false
art-therapists,en,3,How does AI affect Art Therapists work?,true,false
art-drama-and-music-teachers-postsecondary,zh-CN,1,教师、高等教育主要做什么？,true,false
art-drama-and-music-teachers-postsecondary,zh-CN,2,教师、高等教育需要哪些技能和准备？,true,false
art-drama-and-music-teachers-postsecondary,zh-CN,3,教师、高等教育在 AI 时代哪些工作更容易被加速？,true,false
art-drama-and-music-teachers-postsecondary,en,1,"What does a Art, Drama, And Music Teachers, Postsecondary do?",true,false
art-drama-and-music-teachers-postsecondary,en,2,"What skills and preparation matter for Art, Drama, And Music Teachers, Postsecondary?",true,false
art-drama-and-music-teachers-postsecondary,en,3,"How does AI affect Art, Drama, And Music Teachers, Postsecondary work?",true,false
artillery-and-missile-crew-members,zh-CN,1,火炮导弹成员主要做什么？,true,false
