slug,locale,snippet_candidate,primary_query_intent,candidate_only,runtime_approved
automotive-engineers,en,"Automotive Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
automotive-glass-installers-and-repairers,zh-CN,汽车玻璃安装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“汽车玻璃安装工适不适合我”的候选搜索摘要。,what-is,true,false
automotive-glass-installers-and-repairers,en,"Automotive Glass Installers And Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
automotive-service-technicians-and-mechanics,zh-CN,汽车维修技师与机械师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“汽车维修技师与机械师适不适合我”的候选搜索摘要。,what-is,true,false
automotive-service-technicians-and-mechanics,en,"Automotive Service Technicians And Mechanics covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
aviation-inspectors,zh-CN,航空检查员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“航空检查员适不适合我”的候选搜索摘要。,what-is,true,false
aviation-inspectors,en,"Aviation Inspectors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
avionics-technicians,zh-CN,航空电子技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“航空电子技术员适不适合我”的候选搜索摘要。,what-is,true,false
avionics-technicians,en,"Avionics Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
baggage-porters-and-bellhops,zh-CN,行李搬运员行李员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“行李搬运员行李员适不适合我”的候选搜索摘要。,what-is,true,false
baggage-porters-and-bellhops,en,"Baggage Porters And Bellhops covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
bailiffs,zh-CN,法警页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“法警适不适合我”的候选搜索摘要。,what-is,true,false
bailiffs,en,"Bailiffs covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
bakers,zh-CN,面包师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“面包师适不适合我”的候选搜索摘要。,what-is,true,false
bakers,en,"Bakers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
barbers,zh-CN,理发师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“理发师适不适合我”的候选搜索摘要。,what-is,true,false
barbers,en,"Barbers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
barbers-hairstylists-and-cosmetologists,zh-CN,美发师、发型师与美容师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“美发师、发型师与美容师适不适合我”的候选搜索摘要。,what-is,true,false
barbers-hairstylists-and-cosmetologists,en,"Hairdressers, Hairstylists, And Cosmetologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
baristas,zh-CN,咖啡师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“咖啡师适不适合我”的候选搜索摘要。,what-is,true,false
baristas,en,"Baristas covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
bartenders,zh-CN,调酒师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“调酒师适不适合我”的候选搜索摘要。,what-is,true,false
bartenders,en,"Bartenders covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
bicycle-repairers,zh-CN,自行车修理工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“自行车修理工适不适合我”的候选搜索摘要。,what-is,true,false
bicycle-repairers,en,"Bicycle Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
bill-and-account-collectors,zh-CN,账单与账款催收员适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“账单与账款催收员适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
bill-and-account-collectors,en,"Bill and account collectors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
billing-and-posting-clerks,zh-CN,账单过账文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“账单过账文员适不适合我”的候选搜索摘要。,what-is,true,false
billing-and-posting-clerks,en,"Billing And Posting Clerks covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
biochemists-and-biophysicists,zh-CN,生物化学家与生物物理学家适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“生物化学家与生物物理学家适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
biochemists-and-biophysicists,en,"Biochemists and biophysicists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
biomedical-engineers,zh-CN,生物工程师与生物医学工程师职业诊断页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“生物工程师与生物医学工程师职业诊断适不适合我”的候选搜索摘要。,what-is,true,false
biomedical-engineers,en,"Bioengineers and biomedical engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
biofuels-processing-technicians,zh-CN,生物燃料加工技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“生物燃料加工技术员适不适合我”的候选搜索摘要。,what-is,true,false
