slug,locale,primary_query_intent,secondary_query_intents,snippet_candidate,faq_candidates,internal_link_anchor_candidates,candidate_only,runtime_approved,validation_findings
aircraft-launch-and-recovery-officers,en,what-is,,"Aircraft Launch And Recovery Officers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Aircraft Launch And Recovery Officers do?|What skills and preparation matter for Aircraft Launch And Recovery Officers?|How does AI affect Aircraft Launch And Recovery Officers work?,Aircraft Launch And Recovery Officers career overview|Aircraft Launch And Recovery Officers skills and entry path|Aircraft Launch And Recovery Officers AI impact and fit,true,false,
aircraft-launch-and-recovery-specialists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,飞机专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“飞机专员适不适合我”的候选搜索摘要。,飞机专员主要做什么？|飞机专员需要哪些技能和准备？|飞机专员在 AI 时代哪些工作更容易被加速？,飞机专员职业介绍|飞机专员技能与入行路径|飞机专员AI 影响与职业匹配,true,false,
aircraft-launch-and-recovery-specialists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Aircraft Launch And Recovery Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Aircraft Launch And Recovery Specialists do?|What skills and preparation matter for Aircraft Launch And Recovery Specialists?|How does AI affect Aircraft Launch And Recovery Specialists work?,Aircraft Launch And Recovery Specialists career overview|Aircraft Launch And Recovery Specialists skills and entry path|Aircraft Launch And Recovery Specialists AI impact and fit,true,false,
aircraft-mechanics-and-service-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,飞机机械师技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“飞机机械师技术员适不适合我”的候选搜索摘要。,飞机机械师技术员主要做什么？|飞机机械师技术员需要哪些技能和准备？|飞机机械师技术员在 AI 时代哪些工作更容易被加速？,飞机机械师技术员职业介绍|飞机机械师技术员技能与入行路径|飞机机械师技术员AI 影响与职业匹配,true,false,
aircraft-mechanics-and-service-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Aircraft Mechanics And Service Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Aircraft Mechanics And Service Technicians do?|What skills and preparation matter for Aircraft Mechanics And Service Technicians?|How does AI affect Aircraft Mechanics And Service Technicians work?,Aircraft Mechanics And Service Technicians career overview|Aircraft Mechanics And Service Technicians skills and entry path|Aircraft Mechanics And Service Technicians AI impact and fit,true,false,
aircraft-service-attendants,zh-CN,what-is,,飞机服务服务员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“飞机服务服务员适不适合我”的候选搜索摘要。,飞机服务服务员主要做什么？|飞机服务服务员需要哪些技能和准备？|飞机服务服务员在 AI 时代哪些工作更容易被加速？,飞机服务服务员职业介绍|飞机服务服务员技能与入行路径|飞机服务服务员AI 影响与职业匹配,true,false,
aircraft-service-attendants,en,what-is,,"Aircraft Service Attendants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Aircraft Service Attendants do?|What skills and preparation matter for Aircraft Service Attendants?|How does AI affect Aircraft Service Attendants work?,Aircraft Service Attendants career overview|Aircraft Service Attendants skills and entry path|Aircraft Service Attendants AI impact and fit,true,false,
aircraft-structure-surfaces-rigging-and-systems-assemblers,zh-CN,what-is,,飞机结构、表面、索具、系统装配工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“飞机结构、表面、索具、系统装配工适不适合我”的候选搜索摘要。,飞机结构、表面、索具、系统装配工主要做什么？|飞机结构、表面、索具、系统装配工需要哪些技能和准备？|飞机结构、表面、索具、系统装配工在 AI 时代哪些工作更容易被加速？,飞机结构、表面、索具、系统装配工职业介绍|飞机结构、表面、索具、系统装配工技能与入行路径|飞机结构、表面、索具、系统装配工AI 影响与职业匹配,true,false,
aircraft-structure-surfaces-rigging-and-systems-assemblers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Aircraft Structure, Surfaces, Rigging, And Systems Assemblers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Aircraft Structure, Surfaces, Rigging, And Systems Assemblers do?|What skills and preparation matter for Aircraft Structure, Surfaces, Rigging, And Systems Assemblers?|How does AI affect Aircraft Structure, Surfaces, Rigging, And Systems Assemblers work?","Aircraft Structure, Surfaces, Rigging, And Systems Assemblers career overview|Aircraft Structure, Surfaces, Rigging, And Systems Assemblers skills and entry path|Aircraft Structure, Surfaces, Rigging, And Systems Assemblers AI impact and fit",true,false,
airfield-operations-specialists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,机场运行专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机场运行专员适不适合我”的候选搜索摘要。,机场运行专员主要做什么？|机场运行专员需要哪些技能和准备？|机场运行专员在 AI 时代哪些工作更容易被加速？,机场运行专员职业介绍|机场运行专员技能与入行路径|机场运行专员AI 影响与职业匹配,true,false,
airfield-operations-specialists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Airfield Operations Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Airfield Operations Specialists do?|What skills and preparation matter for Airfield Operations Specialists?|How does AI affect Airfield Operations Specialists work?,Airfield Operations Specialists career overview|Airfield Operations Specialists skills and entry path|Airfield Operations Specialists AI impact and fit,true,false,
airline-and-commercial-pilots,zh-CN,what-is,,航空公司与商业飞行员职业诊断页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“航空公司与商业飞行员职业诊断适不适合我”的候选搜索摘要。,航空公司与商业飞行员职业诊断主要做什么？|航空公司与商业飞行员职业诊断需要哪些技能和准备？|航空公司与商业飞行员职业诊断在 AI 时代哪些工作更容易被加速？,航空公司与商业飞行员职业诊断职业介绍|航空公司与商业飞行员职业诊断技能与入行路径|航空公司与商业飞行员职业诊断AI 影响与职业匹配,true,false,
airline-and-commercial-pilots,en,what-is,,"Airline and Commercial Pilots covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Airline and Commercial Pilots do?|What skills and preparation matter for Airline and Commercial Pilots?|How does AI affect Airline and Commercial Pilots work?,Airline and Commercial Pilots career overview|Airline and Commercial Pilots skills and entry path|Airline and Commercial Pilots AI impact and fit,true,false,
