finding_id,severity,finding_type,slug,locale,field_path,excerpt,reason,repair_instruction,repair_allowed_without_source_change,requires_human_review
conversion_unclear:advertising-promotions-and-marketing-managers:en:0118aedaefea,warning,conversion_unclear,advertising-promotions-and-marketing-managers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aerospace-engineering-and-operations-technicians:zh-CN:27db634c6a4f,repair_required,low_workflow_density,aerospace-engineering-and-operations-technicians,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:aerospace-engineering-and-operations-technicians:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,aerospace-engineering-and-operations-technicians,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:aerospace-engineering-and-operations-technicians:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aerospace-engineering-and-operations-technicians,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aerospace-engineering-and-operations-technicians:zh-CN:0118aedaefea,warning,conversion_unclear,aerospace-engineering-and-operations-technicians,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aerospace-engineering-and-operations-technicians:en:27db634c6a4f,repair_required,low_workflow_density,aerospace-engineering-and-operations-technicians,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:aerospace-engineering-and-operations-technicians:en:0c2bf5afdfaf,warning,low_reader_usefulness,aerospace-engineering-and-operations-technicians,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:aerospace-engineering-and-operations-technicians:en:619685f52d24,repair_required,locale_naturalness_issue,aerospace-engineering-and-operations-technicians,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aerospace-engineering-and-operations-technicians:en:0118aedaefea,warning,conversion_unclear,aerospace-engineering-and-operations-technicians,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:aerospace-engineers:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,aerospace-engineers,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:aerospace-engineers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,aerospace-engineers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:aerospace-engineers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,aerospace-engineers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:aerospace-engineers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aerospace-engineers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aerospace-engineers:zh-CN:0118aedaefea,warning,conversion_unclear,aerospace-engineers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:aerospace-engineers:en:30f0d48eec11,repair_required,weak_occupation_specificity,aerospace-engineers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:aerospace-engineers:en:27db634c6a4f,repair_required,low_workflow_density,aerospace-engineers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:aerospace-engineers:en:0c2bf5afdfaf,warning,low_reader_usefulness,aerospace-engineers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:aerospace-engineers:en:619685f52d24,repair_required,locale_naturalness_issue,aerospace-engineers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aerospace-engineers:en:0118aedaefea,warning,conversion_unclear,aerospace-engineers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:agents-and-business-managers-of-artists-performers-and-athletes:zh-CN:27db634c6a4f,repair_required,low_workflow_density,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:agents-and-business-managers-of-artists-performers-and-athletes:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:agents-and-business-managers-of-artists-performers-and-athletes:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:agents-and-business-managers-of-artists-performers-and-athletes:zh-CN:0118aedaefea,warning,conversion_unclear,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:agents-and-business-managers-of-artists-performers-and-athletes:en:27db634c6a4f,repair_required,low_workflow_density,agents-and-business-managers-of-artists-performers-and-athletes,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:agents-and-business-managers-of-artists-performers-and-athletes:en:0c2bf5afdfaf,warning,low_reader_usefulness,agents-and-business-managers-of-artists-performers-and-athletes,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:agents-and-business-managers-of-artists-performers-and-athletes:en:619685f52d24,repair_required,locale_naturalness_issue,agents-and-business-managers-of-artists-performers-and-athletes,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:agents-and-business-managers-of-artists-performers-and-athletes:en:0118aedaefea,warning,conversion_unclear,agents-and-business-managers-of-artists-performers-and-athletes,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:agricultural-equipment-operators:zh-CN:27db634c6a4f,repair_required,low_workflow_density,agricultural-equipment-operators,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:agricultural-equipment-operators:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,agricultural-equipment-operators,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:agricultural-equipment-operators:zh-CN:0118aedaefea,warning,conversion_unclear,agricultural-equipment-operators,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:agricultural-equipment-operators:en:27db634c6a4f,repair_required,low_workflow_density,agricultural-equipment-operators,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:agricultural-equipment-operators:en:619685f52d24,repair_required,locale_naturalness_issue,agricultural-equipment-operators,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
